year,recipient_type,amount_Agriculture,amount_COVID-19,amount_Camp Coordination / Management,amount_Coordination and support services,amount_Early Recovery,amount_Education,amount_Emergency Shelter and NFI,amount_Emergency Telecommunications,amount_Food Security,amount_Health,amount_Logistics,amount_Multi-sector,amount_Nutrition,amount_Other,amount_Protection,amount_Unspecified,amount_Water Sanitation Hygiene,proportion_Agriculture,proportion_COVID-19,proportion_Camp Coordination / Management,proportion_Coordination and support services,proportion_Early Recovery,proportion_Education,proportion_Emergency Shelter and NFI,proportion_Emergency Telecommunications,proportion_Food Security,proportion_Health,proportion_Logistics,proportion_Multi-sector,proportion_Nutrition,proportion_Other,proportion_Protection,proportion_Unspecified,proportion_Water Sanitation Hygiene
2019,Private organization/foundation: International organization/foundation/individual,0,0,0,0,7921,1908581,0,0,772329,0,0,1799910,0,0,35983521,1556686,659438,0,0,0,0,0.000185553981825408,0.0447096079013154,0,0,0.0180922511335987,0,0,0.0421639272096162,0,0,0.842934680172729,0.0364662650867147,0.0154477145142007
2019,Private organization/foundation: Local/National organization/foundation/individual,0,0,0,0,361596.5,0,47453.6666666667,0,1956091.5,349619,0,299991,47453.6666666667,0,893831,1877909,47453.6666666667,0,0,0,0,0.0614813754346542,0,0.00806843179091687,0,0.332589491037762,0.0594448701745962,0,0.0510067417633118,0.00806843179091687,0,0.151975915934287,0.319296310282639,0.00806843179091687
2019,Private organization/foundation: Uncategorized,0,0,0,93154,0,0,0,0,59110.3333333333,117978.333333333,0,0,0,0,0,0,9075.33333333333,0,0,0,0.333505180475301,0,0,0,0,0.21162378841798,0.422379987445612,0,0,0,0,0,0,0.0324910436611079
2019,Red Cross/Red Crescent: International Society,0,0,0,7536,285372.333333333,0,258455.833333333,0,3361072.66666667,18283481.6666667,0,18339433,4529754,6377551,19843374,100427038,5594675.5,0,0,0,4.25023737259891e-05,0.00160947472961662,0,0.00145766804936243,0,0.0189561526803176,0.103117220117959,0,0.103432780691181,0.0255474120746807,0.0359688237869633,0.111914874964514,0.566399615349006,0.0315534751826745
2019,Red Cross/Red Crescent: National Society,215610,0,1348335,18125216,17388964,1779225,16941655.5,0,23631208.5,26779688.5,4644519,3334094,68159,0,24878790,85078382,7128220.5,0.000931996514062442,0,0.00582831742399881,0.0783481198860387,0.0751655945046951,0.00769088399300937,0.0732320572721432,0,0.102148341658934,0.115757971938584,0.0200764135128092,0.0144119659828232,0.000294624323556338,0,0.107541141663613,0.367760101322169,0.030812470003564
2019,UN agency,16517615.75,0,73434124.2,841460808.466667,58365043.3333333,442070340.15,201460363.166667,8136667.5,4387619950.91667,654353650.85,201516134.166667,2625672814.16667,1142424773.61667,13131016,527089650.65,1800837205.5,425415206.65,0.00123086621307055,0,0.00547219306540692,0.0627043088082883,0.00434926934678199,0.0329423721756718,0.0150125028967799,0.000606331401839227,0.326958396121884,0.0487613837505952,0.0150166588621812,0.195660923613362,0.0851316604104634,0.000978502235571666,0.0392778747286359,0.134195498008865,0.0317012583606026
2020,"",0,14073935,930554,3017213,0,0,3e+05,0,981289,3734215,0,471492,0,0,662650,21787960,0,0,0.306225998877094,0.0202473457607325,0.0656496612177015,0,0,0.00652751342557203,0,0.0213512570728872,0.0812504618215749,0,0.010258901200166,0,0,0.0144181892381844,0.474070671386088,0
2020,Government,0,840000,0,0,0,0,0,0,111200,337475,0,0,0,0,0,0,0,0,0.651832308378761,0,0,0,0,0,0,0.086290181775855,0.261877509845384,0,0,0,0,0,0,0
2020,Government: Local Government,0,0,0,0,342213,0,2e+06,0,237083,3075464,0,129615,0,0,0,634535,0,0,0,0,0,0.0533132572352627,0,0.311579380299771,0,0.0369350871098052,0.479125583627127,0,0.0201926806887774,0,0,0,0.0988540110392574,0
2020,Government: National government,0,103300880,0,971370,2018424,1423444,1937695.5,0,16589752,230365776.5,0,27226,0,827997,1316000,43815566,599227,0,0.256206799914596,0,0.00240919147284167,0.00500609437122722,0.00353042522094325,0.00480587157886663,0,0.041145896059131,0.571353103738381,0,6.7525913956152e-05,0,0.00205359781745214,0.00326394265651569,0.10867134869816,0.00148620255793003
2020,Inter-governmental,0,50400000,0,80000,1804825,108349,692147,0,1369678,6908076,0,0,9622028,0,4e+05,5520574,939802,0,0.647436442648134,0,0.00102767689309228,0.0231847118571908,0.00139184704612069,0.00889129348153924,0,0.0175948303947105,0.0887408760115665,0,0,0.123604198003586,0,0.00513838446546138,0.070917079205075,0.0120726599935238
2020,NGO,0,0,0,0,0,0,0,0,1183401,0,0,147000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889506998265936,0,0,0.110493001734064,0,0,0,0,0
2020,NGO: Affiliated,0,0,0,0,0,553770.5,1923901.25,0,2924497.25,3336774.75,0,1006143.5,1334489.5,0,3324506,0,4457095.25,0,0,0,0,0,0.0293603347574579,0.102003239140206,0,0.155053796215698,0.176912319580463,0,0.0533446797437573,0.0707532424538913,0,0.176261843242241,0,0.236310544866286
2020,NGO: International,2519156.5,17955054.5,8918710.83333333,7426115.33333333,24985350.8333333,74246922.75,79581547.25,0,178895451.683333,199388428.916667,3288922,123082620.166667,51068809.25,4967724,213397694.15,289844384.333333,186043118.166667,0.00171884504176804,0.0122509087474319,0.00608532335916323,0.00506691089668212,0.0170477484811721,0.0506593993010644,0.0542992656100926,0,0.122062110917186,0.136044669090361,0.00224406354764455,0.0839804717973233,0.0348447464730199,0.00338952652059214,0.145603327349635,0.197763649418232,0.126939033448633
2020,NGO: Local,0,0,1027605,295285,94197,1152003,6297093,0,7736193,5042283,0,506051,1473993,0,4388704,140392,2730909,0,0,0.0332722912581851,0.00956088042017428,0.0030499559846899,0.0373001098148637,0.2038903200898,0,0.250486195304162,0.163261475549647,0,0.0163851638163456,0.0477256576296593,0,0.142099578859544,0.00454568001743776,0.0884226912554912
2020,NGO: National,0,31526,2856885.66666667,1047848,2816171,14490235,38641395.6666667,584317,72421836.1666667,62195156,0,14195065,7476142,0,23336393.1666667,6902945,23157447.3333333,0,0.000116696677953256,0.0105750512780648,0.00387871536509431,0.0104243418209826,0.0536370705849773,0.143035034757893,0.00216290848098752,0.268076752265589,0.230221661168068,0,0.0525444689726109,0.0276736958480876,0,0.086382019855391,0.0255519491719228,0.0857196337523784
2020,NGO: Uncategorized NGO,155181,0,0,487042,0,682879,93110,0,1401831,1322869,0,3141955,734973,0,3536248,3368000,512842,0.0100525816985631,0,0,0.0315504442917083,0,0.0442367102785334,0.0060316397107456,0,0.0908102193894771,0.0856950831544873,0,0.203534964529864,0.0476113450018883,0,0.229077154589676,0.218178096292462,0.0332217610625947
2020,Other,0,0,0,0,0,0,2006,0,0,0,0,236162,0,0,0,8069,0,0,0,0,0,0,0,0.00814662296892831,0,0,0,0,0.959084134390851,0,0,0,0.0327692426402206,0
2020,Pooled fund: Country-based,0,0,0,17398659,0,0,0,0,0,0,0,21457721,0,0,0,719539069,0,0,0,0,0.0229414074450755,0,0,0,0,0,0,0,0.028293578275415,0,0,0,0.948765014279509,0
2020,Pooled fund: Global,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632793746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020,Private organization/foundation: International organization/foundation/individual,0,1339500,0,0,0,0,136129,0,171186,0,0,526306,46370,0,31436284,10733142,211113,0,0.0300336120850143,0,0,0,0,0.00305221767788049,0,0.0038382485392947,0,0,0.0118005750220347,0.00103968539931475,0,0.70484894292672,0.240653246197368,0.00473347215237299
2020,Private organization/foundation: Local/National organization/foundation/individual,0,0,0,0,0,379095,2599640,0,2580690,231148,0,2589641,65789,0,300263,8060216,376112,0,0,0,0,0,0.0220627339504152,0.151294967453692,0,0.150192107198715,0.0134524507766406,0,0.150713041348704,0.00382881653375503,0,0.0174748352897124,0.46909191941566,0.0218891280327057
2020,Private organization/foundation: Uncategorized,0,0,0,0,0,112443,0,0,21154,328725,0,0,0,0,51290,0,0,0,0,0,0,0,0.218925959673839,0,0,0.0411867323972181,0.640025933973505,0,0,0,0,0.0998613739554372,0,0
2020,Red Cross/Red Crescent: International Society,416585,32697596,0,132372,109091,984009.8,1646187.66666667,0,12440135.8,15388748.8,0,22458339,5148005,0,4094306.63333333,145595157,3492936.3,0.00170310339424048,0.133675928636662,0,0.000541169755277797,0.000445991219993731,0.00402287751682345,0.00673002581143541,0,0.0508583782560403,0.0629130437111133,0,0.0918152919089823,0.0210463285741613,0,0.0167385468134746,0.595229319518648,0.014279994883147
2020,Red Cross/Red Crescent: National Society,0,4020202,656687,16800522,0,1102968,6309890.16666667,0,7008597.66666667,32554177,108295,9534206.5,291198,0,9540989,88444576,3353974.66666667,0,0.0223684701697191,0.00365381728837067,0.0934783812337565,0,0.00613693212583716,0.035108332856729,0,0.0389959528994803,0.181131977230064,0.000602555164399633,0.0530484820631382,0.00162023047013107,0,0.0530862200048949,0.492107078183996,0.0186615703094837
2020,UN agency,47776538,725695808.944445,60182154.6666667,315814537.777778,76984218.6071428,379026030.718254,258388751.968254,7834622,3881234119.27381,603953194.801587,198759861.944444,2263857106.66667,721088344.277778,135681995,599077774.551587,2329340376,347769261.634921,0.00368860592313991,0.056027622999186,0.00464638631143154,0.0243825824018644,0.00594359609611322,0.0292628499354968,0.0199490026042245,0.000604874993553577,0.299652167376508,0.0466284378253696,0.0153453313015428,0.174781955377199,0.0556719019241235,0.0104753804141363,0.0462520291368215,0.179837616277733,0.0268496591015565
2021,"",0,0,0,2439024,0,274881,0,0,0,0,706458,0,0,0,240527,10128146,0,0,0,0,0.17688140055621,0,0.0199347510587397,0,0,0,0,0.0512333131917271,0,0,0,0.0174433513698855,0.734507183823438,0
2021,Government,0,0,0,0,0,0,0,0,533671,1914000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218032162002165,0.781967837997836,0,0,0,0,0,0,0
2021,Government: Local Government,0,0,0,0,0,0,2e+06,0,0,126667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940438724069165,0,0,0.0595612759308345,0,0,0,0,0,0,0
2021,Government: National government,25000,0,0,889732,0,0,50000,0,27214275,46783960,0,150000,0,0,0,3252058,0,0.000319019868876454,0,0,0.0113536874390074,0,0,0.000638039737752907,0,0.34727577768271,0.59700051138885,0,0.00191411921325872,0,0,0,0.0414988446695449,0
2021,Inter-governmental,0,0,0,0,0,0,0,0,2440000,1058815,4.22e+08,0,0,0,0,730128,0,0,0,0,0,0,0,0,0,0.00572462297568563,0.00248414617868876,0.990078235958744,0,0,0,0,0.00171299488688172,0
2021,NGO: Affiliated,0,0,0,0,367744,315514,580863,0,32923104,2109728,0,0,666510,0,1270523,1400626,1862396,0,0,0,0,0.00886194011867073,0.00760329515805091,0.0139977079793319,0,0.793385007420294,0.050840484692294,0,0,0.0160616399138945,0,0.0306172194390497,0.0337524575265764,0.0448802477518379
2021,NGO: International,10938188,0,2859906,8231108,15075102.5,27699140.25,37402452.1071429,0,64745372.6833333,73904098.4107143,516304,57525977.5,39857055.7440476,0,96898781.4059524,143027237.166667,67018348.8988095,0.0169400707899834,0,0.00442916231579658,0.0127475914840739,0.0233469477317684,0.042897909293265,0.0579255162202337,0,0.100271744879456,0.114455946336578,0.000799604679417799,0.0890910021946044,0.061726983096696,0,0.150068020085225,0.221507577169005,0.103791923723897
2021,NGO: Local,0,0,1344091,0,268842,1447730,1641057,0,3944876,1991820,0,0,175000,0,2872706,0,2638542,0,0,0.0823349871090762,0,0.0164684553384989,0.0886836016961819,0.100526234414381,0,0.241651282991184,0.122012924737685,0,0,0.010719975614812,0,0.175973361534424,0,0.161629176563757
2021,NGO: National,0,0,1817903,493518,1334286,6560619,13272266.3333333,0,32689269.3333333,19468889.5,0,900888.333333334,9047100,0,5885285,14495937,8420097.5,0,0,0.0158926972035989,0.00431449430389065,0.0116647606505964,0.0573550575774273,0.116030453792742,0,0.285780187018536,0.170203341825073,0,0.00787585778554827,0.0790926803414042,0,0.0514510688754475,0.126728179349199,0.0736112212765369
2021,NGO: Uncategorized NGO,3e+05,0,28665,330428,0,275000,0,0,271235,1289515,0,0,530265,0,3637372,0,1814569,0.0353896739301613,0,0.00338148334402691,0.0389791305913178,0,0.0324405344359812,0,0,0.0319963940281577,0.152118384593507,0,0,0.0625530181552566,0,0.429084696808996,0,0.214056684112596
2021,Other,0,0,0,0,0,279991,0,0,0,0,0,0,0,0,119996,0,0,0,0,0,0,0,0.700000250008125,0,0,0,0,0,0,0,0,0.299999749991875,0,0
2021,Pooled fund: Country-based,0,0,0,6323737,0,0,0,0,0,0,0,0,0,0,0,412447346,0,0,0,0,0.0151007012105466,0,0,0,0,0,0,0,0,0,0,0,0.984899298789453,0
2021,Pooled fund: Global,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791091315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,Pooled fund: Regional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15343864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,Private organization/foundation: International organization/foundation/individual,0,0,0,0,0,0,0,0,0,148209,387760,1738011,0,0,33771251,4006410,0,0,0,0,0,0,0,0,0,0,0.003700447629599,0.00968150094024862,0.0433942519358945,0,0,0.843192692154611,0.100031107339647,0
2021,Private organization/foundation: Local/National organization/foundation/individual,0,0,0,0,362241,0,266601,0,2793333,142200,0,0,0,0,331552,0,0,0,0,0,0,0.0929794115752169,0,0.0684306969817453,0,0.716988023646234,0.0364996572061027,0,0,0,0,0.0851022105907015,0,0
2021,Private organization/foundation: Uncategorized,0,0,0,0,0,30228,119402,0,335537,81088,0,13613,68996,0,0,0,120460,0,0,0,0,0,0.0392916378534922,0.155203789300737,0,0.436145239197009,0.105401625323011,0,0.017694755395646,0.0896839303076467,0,0,0,0.156579022622458
2021,Red Cross/Red Crescent: International Society,0,0,0,398814,166666.666666667,0,187356.666666667,0,13564897,2795103.16666667,0,68730679,0,0,6533575,65633747,688274.5,0,0,0,0.00251301971675166,0.0010502054076803,0,0.00118057790698973,0,0.0854755691041575,0.017612594763946,0,0.433087984556032,0,0,0.0411695747789088,0.413573496154323,0.00433697761121072
2021,Red Cross/Red Crescent: National Society,0,0,0,13290290,0,1762362,6840147,0,3381994,10257419.5,1e+05,0,998231,0,3339491,68438792,908405.5,0,0,0,0.121575545908028,0,0.0161215535731398,0.0625715921636144,0,0.0309374563540507,0.093831765546136,0.000914769699592924,0,0.00913151471994344,0,0.0305486517886327,0.626057331983426,0.0083098182634356
2021,UN agency,7707253,7431725,9730461,241181313.833333,35375422.3333333,162805224.766667,90988885.5,4044249.5,2492515938.83333,324590749.1,119184271.5,246314550.5,419829156.1,0,221188368.6,1012839809.33333,113568968.766667,0.00139895415196974,0.0013489426836056,0.00176618943435873,0.0437771538529562,0.0064210418356449,0.0295510015241092,0.0165155184542825,0.000734077320366483,0.45242001546876,0.0589169158122113,0.0216333019643203,0.0447088947401279,0.076203770791493,0,0.0401482067113124,0.183841954655842,0.02061406059864
