year,recipient_type,amount_Agriculture,amount_COVID-19,amount_Camp Coordination / Management,amount_Coordination and support services,amount_Early Recovery,amount_Education,amount_Emergency Shelter and NFI,amount_Emergency Telecommunications,amount_Food Security,amount_Health,amount_Logistics,amount_Multi-sector,amount_Nutrition,amount_Other,amount_Protection,amount_Unspecified,amount_Water Sanitation Hygiene,proportion_Agriculture,proportion_COVID-19,proportion_Camp Coordination / Management,proportion_Coordination and support services,proportion_Early Recovery,proportion_Education,proportion_Emergency Shelter and NFI,proportion_Emergency Telecommunications,proportion_Food Security,proportion_Health,proportion_Logistics,proportion_Multi-sector,proportion_Nutrition,proportion_Other,proportion_Protection,proportion_Unspecified,proportion_Water Sanitation Hygiene
2018,NGO: International,3448498.5,0,8416833.83333333,25247255,62745880.4166667,75450447,109949298.5,0,162665959.833333,114827944.166667,5426817.66666667,97453783.5,62789134.1666667,697697,134030756.8,206380877,174381907.833333,0.0027722985828753,0,0.0067664163137803,0.0202966390323184,0.0504423346451762,0.0606557222789594,0.088389855590682,0,0.130769553742883,0.0923118704815253,0.00436269841115565,0.0783445275945129,0.0504771069699515,0.000560888863479671,0.107749293536983,0.165912617575348,0.14018817638037
2018,NGO: Local,598665.5,0,384868,0,0,2100509,5735033,0,6262016.5,3946034,0,149455.5,982678,0,5114742.5,655404,4727798,0.0195277266641798,0,0.0125539171804448,0,0,0.068516000350195,0.187069668845208,0,0.204259217507246,0.128714738630437,0,0.00487505318488927,0.0320537384948738,0,0.166836561481602,0.0213784662162929,0.154214911444631
2018,NGO: National,1185832,0,1227986,1323654,2712790,23268674.8333333,19569702.5,0,62165652.5,28586226.5,256446,2213577.5,10162061.5,432000,22340313.3333333,1751877,22635551.3333333,0.0059341344365448,0,0.00614508126799993,0.00662382258487734,0.0135753298596381,0.116440983732305,0.0979306052781395,0,0.311089040665564,0.14305104861778,0.0012833057631386,0.0110771732173788,0.0508529362451309,0.00216181219311618,0.111795281856565,0.00876673393388843,0.113272710347934
2018,NGO: Uncategorized NGO,181554,0,0,0,0,80410,0,0,700020,663142,0,0,1661737,0,0,883688,300823,0.0406036265362727,0,0,0,0,0.0179832865691843,0,0,0.156555904292506,0.148308327596842,0,0,0.371639008501637,0,0,0.19763231615159,0.0672775303519679
2018,Pooled fund: Country-based,0,0,0,2391326,0,0,0,0,0,0,0,0,0,0,0,895996312,0,0,0,0,0.00266179753466287,0,0,0,0,0,0,0,0,0,0,0,0.997338202465337,0
2018,Pooled fund: Global,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512045500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,Private organization/foundation: International organization/foundation/individual,0,0,0,78000,0,3185076,0,0,0,156592,0,0,0,0,40550936,0,0,0,0,0,0.00177391240748023,0,0.0724364850662502,0,0,0,0.00356128835528391,0,0,0,0,0.922228314170986,0,0
2018,Private organization/foundation: Local/National organization/foundation/individual,0,0,0,0,792308,2139649,99978.5,0,409132,2331237,0,99978.5,0,0,1607132,405763,992820,0,0,0,0,0.089243993972515,0.241005798829871,0.0112613789730523,0,0.0460838130398317,0.262585889296213,0,0.0112613789730523,0,0,0.181024145308436,0.0457043355945789,0.11182926601245
2018,Private organization/foundation: Uncategorized,0,0,0,0,0,0,2233072,0,98270,0,0,0,0,0,319419,0,0,0,0,0,0,0,0,0.842426759711645,0,0.0370723728016219,0,0,0,0,0,0.120500867486733,0,0
2018,Red Cross/Red Crescent: International Society,0,0,0,0,137061.375,0,12957968.375,0,9359937.70833333,1178246.375,0,6757098,137061.375,1237575.375,208907.041666667,105092016,9421325.375,0,0,0,0,0.000935654294757241,0,0.0884580266424239,0,0.0638959438095695,0.00804334029956215,0,0.0461275670391864,0.000935654294757241,0.00844835180374159,0.00142611126395344,0.717414341677928,0.0643150088741202
2018,Red Cross/Red Crescent: National Society,0,0,88443.5,103212484,202709925,6488849,7795993.83333333,66534,80682485,284685418.5,479662,421550,149079,0,7829097.33333333,725344350,23762558.5,0,0,6.12609915511042e-05,0.0714908287244679,0.140408407658561,0.00449454537377412,0.00539994812910269,4.60852274261101e-05,0.0558852717487107,0.197189290535212,0.000332241145243978,0.000291989473374165,0.000103260582851731,0,0.0054228774934292,0.502414695223405,0.01645929769289
2018,UN agency,36580025.25,0,66038428,424855653.333333,76391200,355377513.166667,269474476.75,6412579,3674284901.25,601135275.75,200782829.5,2250696060,809058580.833333,15234244,355280722.666667,2856793624.16667,393706396.25,0.00295188207333882,0,0.00532907373443315,0.03428438822172,0.00616450678477431,0.0286777415601815,0.0217456623308559,0.000517473043405539,0.296502139028441,0.0485095467269535,0.0162024829393822,0.181623421707406,0.065288241457484,0.00122935103125631,0.0286699309001323,0.230533408021806,0.0317707504384296
2019,"",0,0,8242328,2913497,54939,1134696,1939532.83333333,0,1418246.25,12751218.75,78306,95841,215236.75,0,6625606.33333333,11878850,1074809.08333333,0,0,0.170214769572717,0.0601674940023985,0.00113456164636441,0.0234329449368047,0.0400538700115491,0,0.0292886255729109,0.263329214913863,0.00161712052058122,0.00197924102639676,0.00444491820816041,0,0.136827369076778,0.245313668121296,0.0221962023901798
2019,Government,0,0,0,0,0,0,0,0,169777,0,0,0,0,0,0,83480,0,0,0,0,0,0,0,0,0,0.670374362801423,0,0,0,0,0,0,0.329625637198577,0
2019,Government: Local Government,0,0,0,114000,102269,249000,5710051,0,3083423,5253020,0,0,0,0,0,38485141,925040,0,0,0,0.00211416710050365,0.00189661188773164,0.0046177860353106,0.10589475409121,0,0.0571830830134759,0.0974189654586637,0,0,0,0,0,0.713719464565298,0.0171551678478061
2019,Government: National government,0,0,0,121755237,1e+07,6241278,844918,0,38869758,42958138,1059243,373333,39338,0,2060000,6945122,963845,0,0,0,0.524557868436722,0.0430829820023858,0.0268892867745887,0.00364015869874918,0,0.167462508435109,0.185076468631001,0.00456353471051532,0.00160842989198967,0.000169479834600985,0,0.00887509429249148,0.0299216566130374,0.00415253167880896
2019,Inter-governmental,0,0,0,1263048,2054400,6918321,0,0,10913364,2758029,23839000,0,0,0,0,5088578,4833589,0,0,0,0.0219019351158935,0.035624406595863,0.119967426141305,0,0,0.189243631456705,0.0478257138333244,0.413381147215138,0,0,0,0,0.0882386933736193,0.0838170462681518
2019,NGO,0,0,0,0,0,0,0,0,0,0,0,0,384094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,NGO: Affiliated,798929,0,109946,0,3358874.5,2489905,2846118,0,17081947.5,3071199,0,578035,2739828,0,5027129,1579951,4943637,0.0179029706760254,0,0.00246374836055055,0,0.075268054705674,0.0557955665661016,0.0637778414533807,0,0.382784459172098,0.0688216169862885,0,0.0129530204244887,0.0613960193475932,0,0.112651491023103,0.0354046685281883,0.110780542756508
2019,NGO: International,4277431,0,34825902,18600391,59851695.3333333,94462575.25,126612348.166667,0,261455485.683333,156234061.916667,7334265,123355683.75,63015044.0833333,0,199818433.2,277423932.666667,199953553,0.00262867276193324,0,0.0214020752169132,0.0114307726256737,0.0367815451092631,0.0580514796338607,0.0778089537739183,0,0.160676095926224,0.0960128224269505,0.00450723404639381,0.0758075877561265,0.0387255644740689,0,0.122797368954641,0.170489421175764,0.122880406118269
2019,NGO: Local,0,0,351659,0,2364759,4035573.33333333,5563170.25,0,4944091,3478870.25,1159573,2035285,623483.083333333,0,5469047,511160,7122752.08333333,0,0,0.00933787541035878,0,0.0627932881499539,0.10715972290211,0.147723194006451,0,0.13128430034629,0.0923771521937551,0.0307910453115546,0.0540445083292965,0.01655583207776,0,0.145223866016216,0.013573229733233,0.189135985523021
2019,NGO: National,189999,0,4342247,438000,3089035,16506695,30392608,0,62012827,44395769.3333333,430000,5129446,9554065.83333333,803209,19474316.5,989623,36205281.8333333,0.000812124232280764,0,0.0185603293240935,0.00187216992583632,0.0132036493763831,0.0705555661049149,0.129908964989343,0,0.265065182021668,0.189763525525646,0.00183797504134616,0.0219251016835648,0.0408375221977785,0.00343320487205722,0.0832402504052922,0.00423000552172583,0.15475442877807
2019,NGO: Uncategorized NGO,445632,0,0,194020,0,54211,0,0,2460742,1245511,0,0,1309852,0,493672,6360275,732956,0.0335140500347789,0,0,0.0145914027442998,0,0.0040769741994188,0,0,0.185061733696597,0.0936694805868238,0,0,0.0985082881529046,0,0.0371269300875371,0.478328698533663,0.0551224419639778
2019,Other,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,47609,0,0,0,0,0,0.512247845997808,0,0,0,0,0,0,0,0,0,0,0.487752154002192,0,0
2019,Pooled fund: Country-based,0,0,0,4439857,0,0,0,0,0,0,0,0,0,0,0,874765171,0,0,0,0,0.00504985396876052,0,0,0,0,0,0,0,0,0,0,0,0.994950146031239,0
2019,Pooled fund: Global,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436468082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
